index,features
50,APICalls::Landroid/net/wifi/WifiManager$WifiLock.isHeld()
51,APICalls::Landroid/net/wifi/WifiManager$WifiLock.release()
52,APICalls::Landroid/view/Menu.add()
53,APICalls::Landroid/os/Parcel.obtain()
54,APICalls::Landroid/view/View$MeasureSpec.makeMeasureSpec()
55,APICalls::Landroid/content/Intent.makeMainActivity()
56,APICalls::Landroid/os/Parcel.writeInterfaceToken()
57,APICalls::Landroid/view/Window.setUiOptions()
58,APICalls::Landroid/view/ViewConfiguration.getScaledPagingTouchSlop()
59,APICalls::Landroid/os/IBinder.transact()
60,APICalls::Landroid/view/MenuItem.getIcon()
61,APICalls::Landroid/os/Parcel.recycle()
62,APICalls::Landroid/widget/AdapterView$OnItemClickListener.onItemClick()
63,APICalls::Landroid/content/Intent.createChooser()
64,APICalls::Landroid/view/ViewGroup.onInitializeAccessibilityEvent()
65,APICalls::Landroid/content/Intent.hasExtra()
66,APICalls::Landroid/text/Html.fromHtml()
67,APICalls::Landroid/content/Intent.putExtra()
68,APICalls::Landroid/content/Intent.setType()
69,APICalls::Landroid/content/pm/PackageManager.getActivityIcon()
70,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.setScrollable()
71,APICalls::Landroid/content/pm/PackageManager.getApplicationInfo()
72,APICalls::Landroid/content/SharedPreferences$Editor.putInt()
73,APICalls::Landroid/content/Intent.getStringExtra()
74,APICalls::Landroid/view/animation/Transformation.getAlpha()
75,APICalls::Landroid/view/View.setOnTouchListener()
76,APICalls::Landroid/view/MenuItem.getIntent()
77,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.isLongClickable()
78,APICalls::Landroid/view/MenuItem.setShortcut()
79,APICalls::Landroid/view/SubMenu.setHeaderTitle()
80,APICalls::Landroid/widget/ListAdapter.registerDataSetObserver()
81,APICalls::Landroid/widget/ListAdapter.unregisterDataSetObserver()
82,APICalls::Landroid/widget/PopupWindow.setBackgroundDrawable()
83,APICalls::Landroid/widget/PopupWindow.setFocusable()
84,APICalls::Landroid/widget/PopupWindow.setOnDismissListener()
85,APICalls::Landroid/widget/PopupWindow.setWindowLayoutMode()
86,APICalls::Landroid/widget/PopupWindow.setOutsideTouchable()
87,APICalls::Landroid/widget/PopupWindow.setTouchInterceptor()
88,APICalls::Landroid/widget/PopupWindow.showAsDropDown()
89,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.getBoundsInScreen()
90,APICalls::Landroid/net/http/HttpResponseCache.getInstalled()
91,APICalls::Landroid/view/VelocityTracker.clear()
92,APICalls::Landroid/util/Base64.encodeToString()
93,APICalls::Landroid/content/Context.checkCallingOrSelfPermission()
94,APICalls::Landroid/os/IBinder.queryLocalInterface()
95,APICalls::Landroid/view/View.setVisibility()
96,APICalls::Landroid/content/IntentFilter.addDataScheme()
97,APICalls::Landroid/content/Intent.getData()
98,APICalls::Landroid/os/Bundle.getParcelableArrayList()
99,APICalls::Landroid/widget/ImageView.getLayoutParams()
100,APICalls::Landroid/widget/ImageView.setOnClickListener()
101,APICalls::Landroid/os/HandlerThread.quit()
102,APICalls::Landroid/view/Display.getWidth()
103,APICalls::Landroid/view/View.getLocalVisibleRect()
104,APICalls::Landroid/view/View.getWindowVisibility()
105,APICalls::Landroid/util/AttributeSet.getPositionDescription()
106,APICalls::Landroid/text/style/URLSpan.updateDrawState()
107,APICalls::Landroid/os/Environment.getExternalStorageDirectory()
108,APICalls::Landroid/text/SpannableStringBuilder.length()
109,APICalls::Landroid/view/View.offsetTopAndBottom()
110,APICalls::Landroid/webkit/MimeTypeMap.getMimeTypeFromExtension()
111,APICalls::Landroid/net/ConnectivityManager.getActiveNetworkInfo()
112,APICalls::Landroid/content/Context.getExternalFilesDirs()
113,APICalls::Landroid/view/MenuItem.collapseActionView()
114,APICalls::Landroid/view/ViewGroup.onMeasure()
115,APICalls::Landroid/os/Bundle.putAll()
116,APICalls::Landroid/view/animation/AccelerateInterpolator.getInterpolation()
117,APICalls::Landroid/widget/FrameLayout.onPopulateAccessibilityEvent()
118,APICalls::Landroid/widget/ImageButton.onAttachedToWindow()
119,APICalls::Landroid/widget/Scroller.startScroll()
120,APICalls::Landroid/content/Context.getObbDirs()
121,APICalls::Landroid/view/View$AccessibilityDelegate.getAccessibilityNodeProvider()
122,APICalls::Landroid/content/SharedPreferences.getBoolean()
123,APICalls::Landroid/os/Bundle.putParcelable()
124,APICalls::Landroid/view/View.setOnCreateContextMenuListener()
125,APICalls::Landroid/widget/LinearLayout.onFinishInflate()
126,APICalls::Landroid/view/View.restoreHierarchyState()
127,APICalls::Landroid/widget/TextView.onWindowFocusChanged()
128,APICalls::Landroid/view/View.getRight()
129,APICalls::Landroid/view/accessibility/AccessibilityEvent.setScrollable()
130,APICalls::Landroid/view/accessibility/AccessibilityEvent.setEnabled()
131,APICalls::Landroid/view/accessibility/AccessibilityEvent.setToIndex()
132,APICalls::Landroid/view/MenuItem.setVisible()
133,APICalls::Landroid/webkit/WebView.stopLoading()
134,APICalls::Landroid/view/accessibility/AccessibilityRecord.setToIndex()
135,APICalls::Landroid/os/ParcelFileDescriptor.getFileDescriptor()
136,APICalls::Landroid/view/View$AccessibilityDelegate.performAccessibilityAction()
137,APICalls::Landroid/widget/CompoundButton.setVisibility()
138,APICalls::Landroid/view/ViewGroup.removeAllViews()
139,APICalls::Landroid/view/MotionEvent.getX()
140,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.setContentDescription()
141,APICalls::Landroid/view/ViewGroup.addView()
142,APICalls::Landroid/content/res/Resources.getLayout()
143,APICalls::Landroid/widget/RelativeLayout.addView()
144,APICalls::Landroid/view/ViewGroup.setId()
145,APICalls::Landroid/view/ViewTreeObserver.addOnGlobalLayoutListener()
146,APICalls::Landroid/view/animation/ScaleAnimation.setDuration()
147,APICalls::Landroid/view/animation/AnimationSet.addAnimation()
148,APICalls::Landroid/view/MenuItem.getTitle()
149,APICalls::Landroid/widget/FrameLayout.addView()
150,APICalls::Landroid/view/ViewGroup.dispatchKeyEvent()
151,APICalls::Landroid/view/ViewGroup.removeViewAt()
152,APICalls::Landroid/widget/RelativeLayout$LayoutParams.addRule()
153,APICalls::Landroid/os/Parcel.createTypedArrayList()
154,APICalls::Landroid/widget/SpinnerAdapter.getItem()
155,APICalls::Landroid/widget/ListView.setOnKeyListener()
156,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.setMovementGranularities()
157,APICalls::Landroid/view/WindowManager.getDefaultDisplay()
158,APICalls::Landroid/view/View.jumpDrawablesToCurrentState()
159,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.getMovementGranularities()
160,APICalls::Landroid/content/Intent.setClipData()
161,APICalls::Landroid/os/SystemClock.elapsedRealtime()
162,APICalls::Landroid/content/res/TypedArray.getDimensionPixelOffset()
163,APICalls::Landroid/view/ContextMenu.add()
164,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.isEnabled()
165,APICalls::Landroid/widget/RelativeLayout.removeView()
166,APICalls::Landroid/content/pm/ApplicationInfo.loadLogo()
167,APICalls::Landroid/os/Binder.clearCallingIdentity()
168,APICalls::Landroid/content/SharedPreferences$Editor.clear()
169,APICalls::Landroid/widget/Scroller.getCurrX()
170,APICalls::Landroid/widget/CheckBox.setVisibility()
171,APICalls::Landroid/content/pm/PackageManager.getActivityLogo()
172,APICalls::Landroid/os/Bundle.getString()
173,APICalls::Landroid/os/Parcel.createByteArray()
174,APICalls::Landroid/os/Binder.restoreCallingIdentity()
175,APICalls::Landroid/util/Xml.asAttributeSet()
176,APICalls::Landroid/view/MenuItem.getTitleCondensed()
177,APICalls::Landroid/view/Window.setTitle()
178,APICalls::Landroid/widget/FrameLayout.setLayoutParams()
179,APICalls::Landroid/widget/TextView.setMaxLines()
180,APICalls::Landroid/content/pm/Signature.toByteArray()
181,APICalls::Landroid/view/animation/AlphaAnimation.setRepeatCount()
182,APICalls::Landroid/text/SpannableString.setSpan()
183,APICalls::Landroid/widget/FrameLayout.removeAllViews()
184,APICalls::Landroid/content/pm/ActivityInfo.getIconResource()
185,APICalls::Landroid/view/Menu.addSubMenu()
186,APICalls::Landroid/view/MenuItem.setIcon()
187,APICalls::Landroid/view/MenuItem.setOnMenuItemClickListener()
188,APICalls::Landroid/content/pm/PackageManager.getDefaultActivityIcon()
189,APICalls::Landroid/content/Context.isRestricted()
190,APICalls::Landroid/view/MenuItem.setEnabled()
191,APICalls::Landroid/view/MenuItem.setNumericShortcut()
192,APICalls::Landroid/content/Context.startActivity()
193,APICalls::Landroid/view/MenuItem.setShowAsActionFlags()
194,APICalls::Landroid/view/MenuItem.setChecked()
195,APICalls::Landroid/content/ContentResolver.openInputStream()
196,APICalls::Landroid/os/Parcelable.writeToParcel()
197,APICalls::Landroid/view/SubMenu.setGroupCheckable()
198,APICalls::Landroid/preference/PreferenceActivity.onPanelClosed()
199,APICalls::Landroid/view/MotionEvent.getEdgeFlags()
200,APICalls::Landroid/content/ClipData.getDescription()
201,APICalls::Landroid/widget/ListAdapter.areAllItemsEnabled()
202,APICalls::Landroid/widget/ListView.setId()
203,APICalls::Landroid/view/MotionEvent.getActionMasked()
204,APICalls::Landroid/widget/PopupWindow.setTouchable()
205,APICalls::Landroid/view/MotionEvent.getHistoricalX()
206,APICalls::Landroid/widget/TabHost.setup()
207,APICalls::Landroid/os/Parcel.writeFloat()
208,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.isSelected()
209,APICalls::Landroid/view/MenuItem.getActionView()
210,APICalls::Landroid/webkit/WebView.post()
211,APICalls::Landroid/webkit/WebView.setWillNotDraw()
212,APICalls::Landroid/widget/PopupWindow.showAtLocation()
213,APICalls::Landroid/os/Binder.getCallingUid()
214,APICalls::Landroid/view/MenuItem.isChecked()
215,APICalls::Landroid/view/MenuItem.hasSubMenu()
216,APICalls::Landroid/telephony/TelephonyManager.getNetworkType()
217,APICalls::Landroid/view/ViewGroup.onAttachedToWindow()
218,APICalls::Landroid/view/ViewGroup.post()
219,APICalls::Landroid/view/ViewGroup.onDetachedFromWindow()
220,APICalls::Landroid/view/View$MeasureSpec.getMode()
221,APICalls::Landroid/os/IBinder.isBinderAlive()
222,APICalls::Landroid/content/res/Resources.getResourceName()
223,APICalls::Landroid/view/ViewGroup.setFocusable()
224,APICalls::Landroid/view/ViewGroup.checkLayoutParams()
225,APICalls::Landroid/view/ViewConfiguration.get()
226,APICalls::Landroid/widget/TextView.layout()
227,APICalls::Landroid/os/Parcel.dataPosition()
228,APICalls::Landroid/os/Bundle.size()
229,APICalls::Landroid/view/Window.addFlags()
230,APICalls::Landroid/widget/AutoCompleteTextView.onKeyPreIme()
231,APICalls::Landroid/widget/FrameLayout.removeView()
232,APICalls::Landroid/net/Uri.parse()
233,APICalls::Landroid/content/res/TypedArray.hasValue()
234,APICalls::Landroid/widget/ProgressBar.onDetachedFromWindow()
235,APICalls::Landroid/view/Menu.findItem()
236,APICalls::Landroid/view/ViewGroup.setVisibility()
237,APICalls::Landroid/view/ActionMode.getTitle()
238,APICalls::Landroid/content/res/Resources.getString()
239,APICalls::Landroid/view/SubMenu.getItem()
240,APICalls::Landroid/view/View.addFocusables()
241,APICalls::Landroid/widget/ImageButton.onDetachedFromWindow()
242,APICalls::Landroid/widget/ImageButton.performClick()
243,APICalls::Landroid/view/ViewStub.setVisibility()
244,APICalls::Landroid/view/View.addTouchables()
245,APICalls::Landroid/os/Parcel.appendFrom()
246,APICalls::Landroid/util/TypedValue.applyDimension()
247,APICalls::Landroid/widget/TextView.getVisibility()
248,APICalls::Landroid/view/KeyEvent.getAction()
249,APICalls::Landroid/view/KeyEvent.getKeyCode()
250,APICalls::Landroid/view/View.setPressed()
251,APICalls::Landroid/view/accessibility/AccessibilityEvent.getEventType()
252,APICalls::Landroid/content/res/TypedArray.getColor()
253,APICalls::Landroid/widget/PopupWindow.update()
254,APICalls::Landroid/view/MenuItem.isActionViewExpanded()
255,APICalls::Landroid/view/ActionMode.invalidate()
256,APICalls::Landroid/os/Parcel.enforceInterface()
257,APICalls::Landroid/widget/PopupWindow.setClippingEnabled()
258,APICalls::Landroid/net/NetworkInfo.getDetailedState()
259,APICalls::Landroid/renderscript/ScriptIntrinsicBlur.setRadius()
260,APICalls::Landroid/webkit/WebStorage$QuotaUpdater.updateQuota()
261,APICalls::Landroid/view/View$AccessibilityDelegate.sendAccessibilityEvent()
262,APICalls::Landroid/content/ComponentName.flattenToShortString()
263,APICalls::Landroid/webkit/WebView.willNotDraw()
264,APICalls::Landroid/view/View.setAnimation()
265,APICalls::Landroid/renderscript/ScriptIntrinsicBlur.setInput()
266,APICalls::Landroid/view/SubMenu.setIcon()
267,APICalls::Landroid/widget/TextView.setLayoutParams()
268,APICalls::Landroid/view/FocusFinder.getInstance()
269,APICalls::Landroid/content/ComponentName.flattenToString()
270,APICalls::Landroid/view/View.setPadding()
271,APICalls::Landroid/content/Intent.getCharSequenceExtra()
272,APICalls::Landroid/view/MenuItem.setIntent()
273,APICalls::Landroid/content/ServiceConnection.onServiceConnected()
274,APICalls::Landroid/content/Context.getExternalCacheDir()
275,APICalls::Landroid/os/Looper.getThread()
276,APICalls::Landroid/content/SharedPreferences$Editor.remove()
277,APICalls::Landroid/view/SubMenu.clearHeader()
278,APICalls::Landroid/provider/MediaStore$Audio$Media.getContentUriForPath()
279,APICalls::Landroid/view/Window.setContentView()
280,APICalls::Landroid/content/ContentResolver.delete()
281,APICalls::Landroid/content/ContentResolver.insert()
282,APICalls::Landroid/content/res/TypedArray.getInteger()
283,APICalls::Landroid/os/Bundle.getCharSequenceArray()
284,APICalls::Landroid/webkit/WebView.measure()
285,APICalls::Landroid/webkit/WebView.draw()
286,APICalls::Landroid/view/ActionMode.setSubtitle()
287,APICalls::Landroid/content/Context.bindService()
288,APICalls::Landroid/content/Context.unbindService()
289,APICalls::Landroid/view/accessibility/AccessibilityEvent.obtain()
290,APICalls::Landroid/os/StatFs.getBlockSize()
291,APICalls::Landroid/text/TextUtils.getTrimmedLength()
292,APICalls::Landroid/text/SpannableStringBuilder.replace()
293,APICalls::Landroid/os/Environment.getExternalStorageState()
294,APICalls::Landroid/widget/OverScroller.startScroll()
295,APICalls::Landroid/view/accessibility/AccessibilityEvent.setFromIndex()
296,APICalls::Landroid/view/MenuItem.getActionProvider()
297,APICalls::Landroid/widget/OverScroller.getCurrX()
298,APICalls::Landroid/widget/OverScroller.getCurrY()
299,APICalls::Landroid/widget/OverScroller.getFinalX()
300,APICalls::Landroid/view/View.getBaseline()
301,APICalls::Landroid/util/Log.wtf()
302,APICalls::Landroid/widget/TextView.setTextSize()
303,APICalls::Landroid/content/Context.getClassLoader()
304,APICalls::Landroid/content/res/XmlResourceParser.getName()
305,APICalls::Landroid/view/ViewGroup.verifyDrawable()
306,APICalls::Landroid/content/ContentProvider.attachInfo()
307,APICalls::Landroid/preference/Preference.setSummary()
308,APICalls::Landroid/widget/ListAdapter.getItemViewType()
309,APICalls::Landroid/os/ParcelFileDescriptor.open()
310,APICalls::Landroid/view/ViewGroup.onSaveInstanceState()
311,APICalls::Landroid/content/Context.deleteFile()
312,APICalls::Landroid/util/SparseArray.remove()
313,APICalls::Landroid/os/Bundle.getStringArrayList()
314,APICalls::Landroid/net/NetworkInfo.isRoaming()
315,APICalls::Landroid/view/SoundEffectConstants.getContantForFocusDirection()
316,APICalls::Landroid/net/NetworkInfo.getType()
317,APICalls::Landroid/net/NetworkInfo.isConnected()
318,APICalls::Landroid/view/View.draw()
319,APICalls::Landroid/widget/AutoCompleteTextView.onWindowFocusChanged()
320,APICalls::Landroid/content/Intent.putParcelableArrayListExtra()
321,APICalls::Landroid/net/Uri.isOpaque()
322,APICalls::Landroid/os/Process.myPid()
323,APICalls::Landroid/view/MenuItem.setTitle()
324,APICalls::Landroid/widget/ImageView.setContentDescription()
325,APICalls::Landroid/net/Uri.encode()
326,APICalls::Landroid/widget/ImageButton.setBackgroundColor()
327,APICalls::Landroid/view/Window$Callback.onContentChanged()
328,APICalls::Landroid/content/Context.getTheme()
329,APICalls::Landroid/os/Bundle.readFromParcel()
330,APICalls::Landroid/view/MenuItem.isCheckable()
331,APICalls::Landroid/view/ActionMode.setTitle()
332,APICalls::Landroid/widget/ShareActionProvider.setShareHistoryFileName()
333,APICalls::Landroid/view/View$AccessibilityDelegate.onInitializeAccessibilityNodeInfo()
334,APICalls::Landroid/content/Context.getAssets()
335,APICalls::Landroid/net/Uri$Builder.appendQueryParameter()
336,APICalls::Landroid/util/SparseArray.put()
337,APICalls::Landroid/widget/FrameLayout.setForeground()
338,APICalls::Landroid/widget/ImageButton.setImageDrawable()
339,APICalls::Landroid/view/animation/TranslateAnimation.setDuration()
340,APICalls::Landroid/widget/ListView.getChildAt()
341,APICalls::Landroid/widget/TextView.getId()
342,APICalls::Landroid/content/Context.openFileInput()
343,APICalls::Landroid/view/ViewGroup.removeView()
344,APICalls::Landroid/view/ViewConfiguration.getScaledMaximumFlingVelocity()
345,APICalls::Landroid/widget/ShareActionProvider.setShareIntent()
346,APICalls::Landroid/widget/ListAdapter.isEnabled()
347,APICalls::Landroid/os/Parcel.createTypedArray()
348,APICalls::Landroid/net/Uri$Builder.scheme()
349,APICalls::Landroid/net/Uri$Builder.query()
350,APICalls::Landroid/net/Uri$Builder.fragment()
351,APICalls::Landroid/view/Display.getMetrics()
352,APICalls::Landroid/widget/SpinnerAdapter.getCount()
353,APICalls::Landroid/view/FocusFinder.findNextFocus()
354,APICalls::Landroid/view/animation/TranslateAnimation.setInterpolator()
355,APICalls::Landroid/os/Parcel.writeTypedArray()
356,APICalls::Landroid/widget/ListView.setContentDescription()
357,APICalls::Landroid/content/Context.obtainStyledAttributes()
358,APICalls::Landroid/widget/TextView.setGravity()
359,APICalls::Landroid/widget/LinearLayout.onPopulateAccessibilityEvent()
360,APICalls::Landroid/view/ViewGroup.getRight()
361,APICalls::Landroid/os/Bundle.isEmpty()
362,APICalls::Landroid/view/animation/Animation.setDuration()
363,APICalls::Landroid/view/View.getPaddingLeft()
364,APICalls::Landroid/view/ActionMode.getSubtitle()
365,APICalls::Landroid/os/Bundle.putDouble()
366,APICalls::Landroid/widget/LinearLayout.findViewById()
367,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.setAccessibilityFocused()
368,APICalls::Landroid/os/Handler.obtainMessage()
369,APICalls::Landroid/text/Html.toHtml()
370,APICalls::Landroid/os/Bundle.getCharSequence()
371,APICalls::Landroid/view/View.setBackgroundDrawable()
372,APICalls::Landroid/webkit/WebView.setVisibility()
373,APICalls::Landroid/content/res/TypedArray.getBoolean()
374,APICalls::Landroid/view/ViewTreeObserver.isAlive()
375,APICalls::Landroid/os/HandlerThread.start()
376,APICalls::Landroid/view/KeyEvent$DispatcherState.handleUpEvent()
377,APICalls::Landroid/os/Bundle.putBundle()
378,APICalls::Landroid/os/Bundle.putInt()
379,APICalls::Landroid/os/HandlerThread.getLooper()
380,APICalls::Landroid/view/ViewConfiguration.getScaledTouchSlop()
381,APICalls::Landroid/view/View.inflate()
382,APICalls::Landroid/os/Debug.getNativeHeapAllocatedSize()
383,APICalls::Landroid/widget/TextView.setOnClickListener()
384,APICalls::Landroid/view/ViewGroup.getId()
385,APICalls::Landroid/view/InflateException.initCause()
386,APICalls::Landroid/widget/TextView.getLeft()
387,APICalls::Landroid/view/View$MeasureSpec.getSize()
388,APICalls::Landroid/widget/EdgeEffect.draw()
389,APICalls::Landroid/widget/TextView.getMeasuredHeight()
390,APICalls::Landroid/content/Intent.writeToParcel()
391,APICalls::Landroid/view/animation/AlphaAnimation.setInterpolator()
392,APICalls::Landroid/content/Intent.setClassName()
393,APICalls::Landroid/view/View.scrollTo()
394,APICalls::Landroid/widget/Adapter.getItem()
395,APICalls::Landroid/widget/FrameLayout.getAlpha()
396,APICalls::Landroid/view/View.isEnabled()
397,APICalls::Landroid/widget/LinearLayout.setEnabled()
398,APICalls::Landroid/content/res/TypedArray.length()
399,APICalls::Landroid/view/ViewParent.requestDisallowInterceptTouchEvent()
400,APICalls::Landroid/content/res/Resources.getDimensionPixelOffset()
401,APICalls::Landroid/content/Context.openFileOutput()
402,APICalls::Landroid/view/View.setLayerPaint()
403,APICalls::Landroid/view/KeyEvent.getKeyData()
404,APICalls::Landroid/widget/LinearLayout.addView()
405,APICalls::Landroid/content/Intent.getStringArrayListExtra()
406,APICalls::Landroid/os/Bundle.setClassLoader()
407,APICalls::Landroid/view/Window.invalidatePanelMenu()
408,APICalls::Landroid/content/res/Resources.getDisplayMetrics()
409,APICalls::Landroid/widget/Scroller.getFinalY()
410,APICalls::Landroid/webkit/WebSettings.setAllowFileAccess()
411,APICalls::Landroid/widget/FrameLayout.setContentDescription()
412,APICalls::Landroid/view/KeyEvent.isCanceled()
413,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.setBoundsInScreen()
414,APICalls::Landroid/widget/FrameLayout.setId()
415,APICalls::Landroid/content/pm/PackageManager.getPackageInstaller()
416,APICalls::Landroid/view/animation/AnimationUtils.currentAnimationTimeMillis()
417,APICalls::Landroid/view/View.willNotDraw()
418,APICalls::Landroid/view/View.postInvalidate()
419,APICalls::Landroid/widget/Scroller.getDuration()
420,APICalls::Landroid/text/SpannableStringBuilder.subSequence()
421,APICalls::Landroid/content/pm/PackageManager.getApplicationLabel()
422,APICalls::Landroid/view/ViewConfiguration.getScaledMinimumFlingVelocity()
423,APICalls::Landroid/view/ViewGroup.draw()
424,APICalls::Landroid/widget/ImageButton.setPadding()
425,APICalls::Landroid/content/Context.registerReceiver()
426,APICalls::Landroid/view/ViewTreeObserver.removeOnScrollChangedListener()
427,APICalls::Landroid/content/Intent.putStringArrayListExtra()
428,APICalls::Landroid/view/VelocityTracker.getXVelocity()
429,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.recycle()
430,APICalls::Landroid/widget/LinearLayout.onInitializeAccessibilityEvent()
431,APICalls::Landroid/view/VelocityTracker.getYVelocity()
432,APICalls::Landroid/view/accessibility/AccessibilityNodeInfo.setFocused()
433,APICalls::Landroid/view/View.resolveSize()
434,APICalls::Landroid/view/SubMenu.setHeaderView()
435,APICalls::Landroid/view/VelocityTracker.obtain()
436,APICalls::Landroid/view/View.postDelayed()
437,APICalls::Landroid/content/pm/PackageManager.getDrawable()
438,APICalls::Landroid/widget/OverScroller.computeScrollOffset()
439,APICalls::Landroid/view/View.getBackground()
440,APICalls::Landroid/webkit/WebView.loadData()
441,APICalls::Landroid/util/SparseBooleanArray.clear()
442,APICalls::Landroid/view/ActionMode.getCustomView()
443,APICalls::Landroid/widget/ProgressBar.onAttachedToWindow()
444,APICalls::Landroid/widget/TextView.setText()
445,APICalls::Landroid/util/SparseBooleanArray.get()
446,APICalls::Landroid/view/View.removeCallbacks()
447,APICalls::Landroid/content/SharedPreferences.getInt()
448,APICalls::Landroid/webkit/WebView.invalidate()
449,APICalls::Landroid/view/View.onInitializeAccessibilityEvent()
450,APICalls::Landroid/view/View.post()
451,APICalls::Landroid/content/pm/PackageInstaller.getAllSessions()
452,APICalls::Landroid/widget/Toast.makeText()
453,APICalls::Landroid/widget/OverScroller.getFinalY()
454,APICalls::Landroid/widget/LinearLayout.getAlpha()
455,APICalls::Landroid/util/Log.isLoggable()
456,APICalls::Landroid/widget/TextView.getText()
457,APICalls::Landroid/net/wifi/WifiManager.createWifiLock()
458,APICalls::Landroid/widget/Toast.setGravity()
459,APICalls::Landroid/os/Bundle.writeToParcel()
460,APICalls::Landroid/text/TextUtils.split()
461,APICalls::Landroid/widget/TabHost.onRestoreInstanceState()
462,APICalls::Landroid/webkit/WebView.onAttachedToWindow()
463,APICalls::Landroid/view/MenuItem.isEnabled()
464,APICalls::Landroid/view/ActionMode.getMenu()
465,APICalls::Landroid/os/Handler.sendMessageDelayed()
466,APICalls::Landroid/widget/PopupWindow$OnDismissListener.onDismiss()
467,APICalls::Landroid/content/res/Resources.getIdentifier()
468,APICalls::Landroid/content/Intent.setAction()
469,APICalls::Landroid/view/ViewTreeObserver$OnGlobalLayoutListener.onGlobalLayout()
470,APICalls::Landroid/widget/ListView.getFirstVisiblePosition()
471,APICalls::Landroid/view/Window.hasFeature()
472,APICalls::Landroid/content/Intent.getComponent()
473,APICalls::Landroid/content/Intent.resolveActivity()
474,APICalls::Landroid/os/Bundle.keySet()
475,APICalls::Landroid/view/View.onSaveInstanceState()
476,APICalls::Landroid/widget/PopupWindow.setWidth()
477,APICalls::Landroid/content/ComponentName.getClassName()
478,APICalls::Landroid/content/pm/PackageInstaller$SessionInfo.getAppPackageName()
479,APICalls::Landroid/widget/PopupWindow.setHeight()
480,APICalls::Landroid/content/res/TypedArray.getDrawable()
481,APICalls::Landroid/webkit/WebView.onDetachedFromWindow()
482,APICalls::Landroid/view/TextureView.getBitmap()
483,APICalls::Landroid/widget/SpinnerAdapter.getView()
484,APICalls::Landroid/webkit/WebViewClient.onReceivedError()
485,APICalls::Landroid/net/Uri.getSchemeSpecificPart()
486,APICalls::Landroid/os/Message.getData()
487,APICalls::Landroid/content/SharedPreferences.getLong()
488,APICalls::Landroid/content/res/XmlResourceParser.next()
489,APICalls::Landroid/view/Window.setFlags()
490,APICalls::Landroid/text/TextPaint.setUnderlineText()
491,APICalls::Landroid/widget/OverScroller.isFinished()
492,APICalls::Landroid/content/Intent.getParcelableArrayListExtra()
493,APICalls::Landroid/content/IntentFilter.addAction()
