,names,stats,p_values
42,apicalls::landroid/util/sparsearray.remove,6839.653783374893,0.0
43,apicalls::landroid/widget/textview.setvisibility,6838.070894738049,0.0
44,apicalls::landroid/view/viewconfiguration.gettaptimeout,6828.560559495766,0.0
45,apicalls::landroid/view/view.setid,6827.045089211074,0.0
46,apicalls::landroid/util/sparsearray.valueat,6825.156757157734,0.0
47,apicalls::landroid/widget/button.settext,6823.145415430034,0.0
48,apicalls::landroid/os/parcel.readparcelable,6821.848635415195,0.0
49,apicalls::landroid/view/view.requestfocus,6819.789675034851,0.0
50,apicalls::landroid/os/parcel.writeparcelable,6818.764219992197,0.0
51,apicalls::landroid/view/view.getleft,6811.408413452382,0.0
52,apicalls::landroid/view/view.measure,6808.384465531836,0.0
53,apicalls::landroid/widget/imageview.setimagedrawable,6807.7616992471485,0.0
54,apicalls::landroid/view/view.settag,6807.030595189319,0.0
55,apicalls::landroid/content/contentresolver.openinputstream,6805.151250424504,0.0
56,apicalls::landroid/os/bundle.putsparseparcelablearray,6794.238878866962,0.0
57,apicalls::landroid/view/view.getbackground,6790.568911123243,0.0
58,apicalls::landroid/os/bundle.getsparseparcelablearray,6790.53367651688,0.0
59,apicalls::landroid/os/handler.getlooper,6783.186109979785,0.0
60,apicalls::landroid/view/velocitytracker.obtain,6781.25125387802,0.0
61,apicalls::landroid/view/view.getright,6780.901483429364,0.0
62,apicalls::landroid/util/sparsearray.keyat,6778.905251398264,0.0
63,apicalls::landroid/view/velocitytracker.addmovement,6778.881684134045,0.0
64,apicalls::landroid/view/velocitytracker.computecurrentvelocity,6778.776817523643,0.0
65,apicalls::landroid/content/res/resources.getcolor,6776.407557784078,0.0
66,apicalls::landroid/view/velocitytracker.recycle,6774.6445178977165,0.0
67,apicalls::landroid/util/sparsearray.clear,6765.940652237045,0.0
68,apicalls::landroid/os/bundle.putstringarray,6765.058537255017,0.0
69,apicalls::landroid/content/res/resources$theme.resolveattribute,6762.211543796274,0.0
70,apicalls::landroid/view/view.findviewbyid,6761.302175083323,0.0
71,apicalls::landroid/view/accessibility/accessibilitynodeinfo.setclassname,6761.117393963452,0.0
72,apicalls::landroid/widget/linearlayout.setvisibility,6759.037073511878,0.0
73,apicalls::landroid/view/accessibility/accessibilityevent.setclassname,6757.083311839947,0.0
74,apicalls::landroid/view/motionevent.findpointerindex,6756.1455742240205,0.0
75,apicalls::landroid/view/view.startanimation,6753.855573513542,0.0
76,apicalls::landroid/view/view.getparent,6753.1631938758255,0.0
77,apicalls::landroid/view/view.postdelayed,6752.936224685072,0.0
78,apicalls::landroid/view/view.setpadding,6751.974535708145,0.0
79,apicalls::landroid/view/accessibility/accessibilitynodeinfo.addaction,6749.456775570202,0.0
80,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getpackagename,6747.866618885584,0.0
81,apicalls::landroid/widget/edgeeffect.onpull,6747.352579662943,0.0
82,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getboundsinparent,6747.132328473748,0.0
83,apicalls::landroid/view/view.setaccessibilitydelegate,6747.126307455365,0.0
84,apicalls::landroid/view/accessibility/accessibilitynodeinfo.gettext,6745.867679454172,0.0
85,apicalls::landroid/widget/edgeeffect.onrelease,6745.60865678652,0.0
86,apicalls::landroid/widget/edgeeffect.setsize,6745.189024841796,0.0
87,apicalls::landroid/widget/edgeeffect.isfinished,6745.189024841796,0.0
88,apicalls::landroid/widget/edgeeffect.draw,6745.189024841796,0.0
89,apicalls::landroid/view/view$basesavedstate.writetoparcel,6744.976680240327,0.0
90,apicalls::landroid/content/res/typedarray.getdimensionpixelsize,6743.940954309121,0.0
91,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getclassname,6743.792674450183,0.0
92,apicalls::landroid/view/view.postonanimation,6743.501392759243,0.0
93,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getcontentdescription,6743.268225987767,0.0
94,apicalls::landroid/widget/textview.setsingleline,6743.00174868148,0.0
95,apicalls::landroid/view/view$accessibilitydelegate.sendaccessibilityevent,6742.807812144972,0.0
96,apicalls::landroid/view/view$accessibilitydelegate.oninitializeaccessibilitynodeinfo,6742.702920194755,0.0
97,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getboundsinscreen,6742.429110333793,0.0
98,apicalls::landroid/view/view$accessibilitydelegate.onrequestsendaccessibilityevent,6741.927975846684,0.0
99,apicalls::landroid/view/view$accessibilitydelegate.sendaccessibilityeventunchecked,6741.718187539891,0.0
100,apicalls::landroid/view/accessibility/accessibilitynodeinfo.ischeckable,6741.3629653203525,0.0
101,apicalls::landroid/view/accessibility/accessibilitynodeinfo.isclickable,6741.3629653203525,0.0
102,apicalls::landroid/os/parcel.writetypedarray,6741.107962271393,0.0
103,apicalls::landroid/view/accessibility/accessibilitynodeinfo.ispassword,6741.048275925904,0.0
104,apicalls::landroid/view/accessibility/accessibilitynodeinfo.isselected,6741.048275925904,0.0
105,apicalls::landroid/view/view.postinvalidateonanimation,6740.791965958278,0.0
106,apicalls::landroid/view/view$accessibilitydelegate.oninitializeaccessibilityevent,6740.605088798255,0.0
107,apicalls::landroid/view/accessibility/accessibilitynodeinfo.isscrollable,6740.5237943244965,0.0
108,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getactions,6740.233394888775,0.0
109,apicalls::landroid/view/view$accessibilitydelegate.dispatchpopulateaccessibilityevent,6739.556178536219,0.0
110,apicalls::landroid/view/accessibility/accessibilitynodeinfo.isfocused,6739.410525718501,0.0
111,apicalls::landroid/view/velocitytracker.clear,6739.217125015268,0.0
112,apicalls::landroid/view/accessibility/accessibilitynodeinfo.islongclickable,6739.200739148953,0.0
113,apicalls::landroid/view/accessibility/accessibilitynodeinfo.isfocusable,6739.095845918497,0.0
114,apicalls::landroid/view/view$accessibilitydelegate.onpopulateaccessibilityevent,6737.814015755493,0.0
115,apicalls::landroid/view/velocitytracker.getyvelocity,6737.394431566534,0.0
116,apicalls::landroid/content/res/typedarray.getinteger,6736.974982960563,0.0
117,apicalls::landroid/view/motionevent.getpointercount,6736.920516022542,0.0
118,apicalls::landroid/view/accessibility/accessibilitynodeinfo.isenabled,6736.135816980132,0.0
119,apicalls::landroid/view/accessibility/accessibilitynodeinfo.ischecked,6735.191834258767,0.0
120,apicalls::landroid/view/viewparent.getparent,6735.060962484642,0.0
121,apicalls::landroid/widget/textview.setellipsize,6734.838918422737,0.0
122,apicalls::landroid/view/view$accessibilitydelegate.performaccessibilityaction,6734.439873817846,0.0
123,apicalls::landroid/view/view$accessibilitydelegate.getaccessibilitynodeprovider,6733.915403612524,0.0
124,apicalls::landroid/view/view.clearanimation,6733.7926397625615,0.0
125,apicalls::landroid/view/accessibility/accessibilitynodeinfo.setscrollable,6733.754275510876,0.0
126,apicalls::landroid/view/viewconfiguration.getscaledmaximumflingvelocity,6732.490681608832,0.0
127,apicalls::landroid/content/intent.getcomponent,6732.354245534345,0.0
128,apicalls::landroid/os/handler.sendemptymessage,6731.840588798179,0.0
129,apicalls::landroid/view/viewgroup.draw,6731.31692520319,0.0
130,apicalls::landroid/content/res/resources.getresourcepackagename,6731.106661275015,0.0
131,permissions::restart::packages,6729.200933906457,0.0
132,apicalls::landroid/content/res/typedarray.getcolor,6727.852121936236,0.0
133,apicalls::landroid/view/view.postonanimationdelayed,6727.844233403717,0.0
134,apicalls::landroid/widget/imageview.getdrawable,6727.094559397528,0.0
135,apicalls::landroid/view/viewgroup.ondetachedfromwindow,6725.436753847464,0.0
136,apicalls::landroid/view/viewgroup.onsaveinstancestate,6722.752514514982,0.0
137,apicalls::landroid/view/viewgroup.onrestoreinstancestate,6722.752514514982,0.0
138,apicalls::landroid/os/handler.hasmessages,6722.475332079025,0.0
139,apicalls::landroid/view/viewgroup.checklayoutparams,6718.515365988227,0.0
140,apicalls::landroid/view/focusfinder.findnextfocus,6718.432587452154,0.0
141,apicalls::landroid/view/focusfinder.getinstance,6718.327701417652,0.0
142,apicalls::landroid/content/res/resources.getconfiguration,6718.31971728512,0.0
143,apicalls::landroid/view/view.isfocused,6718.305530880953,0.0
144,apicalls::landroid/view/view.getscrollx,6715.559497718798,0.0
145,apicalls::landroid/content/res/colorstatelist.getdefaultcolor,6714.788504308937,0.0
146,apicalls::landroid/os/handler.handlemessage,6711.921110077327,0.0
147,apicalls::landroid/view/view.getscrolly,6710.655766913083,0.0
148,apicalls::landroid/view/viewgroup.onattachedtowindow,6710.192969243974,0.0
149,apicalls::landroid/content/res/resources.getresourcetypename,6707.300497121614,0.0
150,apicalls::landroid/content/componentname.flattentoshortstring,6706.055894220192,0.0
151,apicalls::landroid/widget/edgeeffect.onabsorb,6702.975365020099,0.0
152,apicalls::landroid/view/animation/animationutils.currentanimationtimemillis,6702.481677567029,0.0
153,apicalls::landroid/content/componentname.getpackagename,6700.263036080121,0.0
154,apicalls::landroid/os/bundle.putall,6698.119951131474,0.0
155,apicalls::landroid/view/layoutinflater.getfactory,6692.049511320563,0.0
156,apicalls::landroid/view/viewconfiguration.getscaledminimumflingvelocity,6689.024550928285,0.0
157,apicalls::landroid/os/message.obtain,6688.236163054213,0.0
158,apicalls::landroid/view/accessibility/accessibilityrecord.setmaxscrollx,6679.813557541493,0.0
159,apicalls::landroid/view/accessibility/accessibilityrecord.setmaxscrolly,6679.813557541493,0.0
160,apicalls::landroid/text/textutils.writetoparcel,6676.220499895479,0.0
161,apicalls::landroid/view/view.getlayoutdirection,6673.455056234773,0.0
162,apicalls::landroid/content/pm/packagemanager.getactivityinfo,6671.9398661175865,0.0
163,apicalls::landroid/widget/textview.setlayoutparams,6671.351051586957,0.0
164,apicalls::landroid/util/attributeset.getpositiondescription,6670.125079595095,0.0
165,apicalls::landroid/view/view.invalidate,6669.487774016555,0.0
166,apicalls::landroid/view/view.savehierarchystate,6667.234475926754,0.0
167,apicalls::landroid/view/animation/animation.setanimationlistener,6666.822473276381,0.0
168,apicalls::landroid/view/view.restorehierarchystate,6665.602162932379,0.0
169,apicalls::landroid/view/gravity.getabsolutegravity,6662.006277445645,0.0
170,apicalls::landroid/widget/overscroller.getfinaly,6658.4935657691385,0.0
171,apicalls::landroid/widget/overscroller.fling,6653.52275994746,0.0
172,apicalls::landroid/view/accessibility/accessibilitynodeinfo.getviewidresourcename,6652.148403144654,0.0
173,apicalls::landroid/view/view.getlayertype,6651.738947227191,0.0
174,apicalls::landroid/view/animation/animationutils.loadanimation,6644.825535303344,0.0
175,apicalls::landroid/content/context.gettheme,6644.244792336003,0.0
176,apicalls::landroid/net/uri.encode,6640.682232727541,0.0
177,apicalls::landroid/view/velocitytracker.getxvelocity,6636.114935037688,0.0
178,apicalls::landroid/view/menuitem.setintent,6635.084083451787,0.0
179,apicalls::landroid/view/viewparent.requestdisallowintercepttouchevent,6635.056119094614,0.0
180,apicalls::landroid/view/accessibility/accessibilityevent.geteventtype,6631.768689157209,0.0
181,apicalls::landroid/content/intent.getextras,6629.445554509089,0.0
182,apicalls::landroid/view/view.offsetleftandright,6628.777766091679,0.0
183,apicalls::landroid/widget/overscroller.computescrolloffset,6627.148213177976,0.0
184,apicalls::landroid/widget/overscroller.getcurry,6626.623867257257,0.0
185,apicalls::landroid/widget/overscroller.startscroll,6625.976066019392,0.0
186,apicalls::landroid/widget/overscroller.abortanimation,6620.016608128311,0.0
187,apicalls::landroid/widget/overscroller.getcurrvelocity,6618.852711424361,0.0
188,apicalls::landroid/view/viewgroup.ontouchevent,6618.592861317839,0.0
189,apicalls::landroid/view/menuitem.setshowasaction,6618.18055358392,0.0
190,apicalls::landroid/widget/overscroller.getcurrx,6616.97606914088,0.0
191,apicalls::landroid/view/view.setimportantforaccessibility,6616.240965354224,0.0
192,apicalls::landroid/view/window.getdecorview,6614.19920138663,0.0
193,apicalls::landroid/view/view.getimportantforaccessibility,6613.619019571898,0.0
194,apicalls::landroid/view/menu.finditem,6613.445173819473,0.0
195,apicalls::landroid/content/res/resources.gettext,6613.096065795759,0.0
196,apicalls::landroid/widget/textview.settextappearance,6609.100459043618,0.0
197,apicalls::landroid/widget/overscroller.isfinished,6607.390721325049,0.0
198,apicalls::landroid/content/res/typedarray.getdrawable,6605.628206783479,0.0
199,apicalls::landroid/view/viewconfiguration.getlongpresstimeout,6600.658954437378,0.0
200,apicalls::landroid/content/intent.setcomponent,6598.872415894168,0.0
201,apicalls::landroid/net/uri$builder.scheme,6598.748822119738,0.0
202,apicalls::landroid/os/looper.getmainlooper,6598.4649968723,0.0
203,apicalls::landroid/view/menuitem.setactionview,6597.604737733452,0.0
204,apicalls::landroid/view/accessibility/accessibilitynodeinfo.setparent,6596.473459138978,0.0
205,apicalls::landroid/net/uri$builder.authority,6594.867076633661,0.0
206,apicalls::landroid/view/view.settranslationy,6581.053021657572,0.0
207,apicalls::landroid/view/viewgroup.ondraw,6577.173492978383,0.0
208,apicalls::landroid/view/viewpropertyanimator.setlistener,6565.753406540801,0.0
209,apicalls::landroid/view/viewgroup.removeview,6562.928396190179,0.0
210,apicalls::landroid/view/view.getwindowtoken,6562.759541851926,0.0
211,apicalls::landroid/widget/textview.settextsize,6559.386571589122,0.0
212,apicalls::landroid/content/res/resources.getidentifier,6557.69549647965,0.0
213,apicalls::landroid/view/view.canscrollvertically,6555.39560257795,0.0
214,apicalls::landroid/view/view.animate,6551.704302360459,0.0
215,apicalls::landroid/view/viewgroup.getbottom,6551.665621459133,0.0
216,apicalls::landroid/view/viewgroup.gettop,6551.022372496004,0.0
217,apicalls::landroid/view/view.setalpha,6550.885352405031,0.0
218,apicalls::landroid/view/view.resolvesizeandstate,6546.978153733734,0.0
219,apicalls::landroid/view/menuitem.hassubmenu,6546.946473103028,0.0
220,apicalls::landroid/webkit/mimetypemap.getsingleton,6545.218495919159,0.0
221,apicalls::landroid/view/viewpropertyanimator.cancel,6542.675055629583,0.0
222,apicalls::landroid/webkit/mimetypemap.getmimetypefromextension,6542.673077464654,0.0
223,apicalls::landroid/view/animation/animationset.addanimation,6539.053776298549,0.0
224,apicalls::landroid/os/bundle.getboolean,6537.852937286232,0.0
225,apicalls::landroid/view/viewgroup.getleft,6536.1059852929175,0.0
226,apicalls::landroid/view/viewpropertyanimator.translationy,6535.216760399721,0.0
227,apicalls::landroid/view/viewgroup.getright,6534.952903867621,0.0
228,apicalls::landroid/content/intent.getparcelableextra,6534.642663193379,0.0
229,apicalls::landroid/view/view.getmeasuredstate,6533.791443105266,0.0
230,apicalls::landroid/view/viewgroup.getchildat,6533.752472455313,0.0
231,apicalls::landroid/content/res/resources.getdisplaymetrics,6530.864650605412,0.0
232,apicalls::landroid/view/view.postinvalidate,6529.131145545698,0.0
233,apicalls::landroid/widget/textview.getmeasuredheight,6527.49695011631,0.0
234,apicalls::landroid/os/bundle.putparcelablearray,6527.221664485476,0.0
235,apicalls::landroid/widget/textview.layout,6527.031107910037,0.0
236,apicalls::landroid/view/view.sendaccessibilityevent,6526.917794991004,0.0
237,apicalls::landroid/net/trafficstats.setthreadstatstag,6526.863027677302,0.0
238,apicalls::landroid/widget/textview.getmeasuredwidth,6524.916393865665,0.0
239,apicalls::landroid/view/view.gettranslationy,6523.597913414465,0.0
240,apicalls::landroid/content/intent.getintextra,6519.9574843176815,0.0
241,apicalls::landroid/view/view.gettop,6518.857238607972,0.0
242,apicalls::landroid/widget/textview.getcontext,6517.642387517155,0.0
243,apicalls::landroid/content/res/resources$theme.obtainstyledattributes,6517.150206384505,0.0
244,apicalls::landroid/view/motionevent.getaction,6514.806305472569,0.0
245,apicalls::landroid/view/view.offsettopandbottom,6512.788796989638,0.0
246,apicalls::landroid/view/menuitem.expandactionview,6511.709839562802,0.0
247,apicalls::landroid/view/view.getbottom,6511.094050087419,0.0
248,apicalls::landroid/view/viewgroup$marginlayoutparams.getmarginstart,6504.895287888604,0.0
249,apicalls::landroid/view/viewgroup$marginlayoutparams.getmarginend,6504.475538121655,0.0
250,apicalls::landroid/view/view.setbackgrounddrawable,6503.683854193435,0.0
251,apicalls::landroid/view/view.addfocusables,6503.069060064261,0.0
252,apicalls::landroid/os/looper.getthread,6501.68068316223,0.0
253,apicalls::landroid/widget/listview.setselectionfromtop,6500.173136734549,0.0
254,apicalls::landroid/widget/overscroller.getfinalx,6498.388103659796,0.0
255,apicalls::landroid/view/viewgroup.post,6497.078999676007,0.0
256,apicalls::landroid/view/animation/interpolator.getinterpolation,6497.018738837187,0.0
257,apicalls::landroid/os/looper.mylooper,6495.199757313401,0.0
258,apicalls::landroid/view/accessibility/accessibilityevent.setpackagename,6495.12856308877,0.0
259,apicalls::landroid/view/view.ontouchevent,6490.705674751065,0.0
260,apicalls::landroid/widget/scroller.computescrolloffset,6489.621466039694,0.0
261,apicalls::landroid/widget/scroller.getcurrx,6488.678431493087,0.0
262,apicalls::landroid/widget/scroller.getcurry,6485.325446059206,0.0
263,apicalls::landroid/widget/scroller.startscroll,6483.6664223949765,0.0
264,apicalls::landroid/view/viewgroup.addview,6483.126383969985,0.0
265,apicalls::landroid/content/intent.setaction,6482.517114051474,0.0
266,apicalls::landroid/widget/listview.getchildat,6480.747845733567,0.0
267,apicalls::landroid/widget/scroller.getfinalx,6479.866959667594,0.0
268,apicalls::landroid/widget/listview.setadapter,6479.2649513509095,0.0
269,apicalls::landroid/widget/framelayout.onlayout,6479.23010647074,0.0
270,apicalls::landroid/widget/scroller.isfinished,6478.361615206404,0.0
271,apicalls::landroid/widget/framelayout.onmeasure,6478.075563455031,0.0
272,apicalls::landroid/widget/scroller.abortanimation,6477.645708143965,0.0
273,apicalls::landroid/view/motionevent.getsource,6476.965749399058,0.0
274,apicalls::landroid/content/intent.getstringextra,6476.221575234975,0.0
275,apicalls::landroid/view/motionevent.geteventtime,6476.086342450231,0.0
276,apicalls::landroid/widget/listview.getfirstvisibleposition,6471.891585669328,0.0
277,apicalls::landroid/os/bundle.getparcelablearray,6470.454301373637,0.0
278,apicalls::landroid/content/intent.putextra,6468.791722286057,0.0
279,apicalls::landroid/widget/framelayout.addview,6468.008425019047,0.0
280,apicalls::landroid/os/bundle.getint,6467.738238705524,0.0
281,apicalls::landroid/view/view.getminimumheight,6465.72210516105,0.0
282,apicalls::landroid/content/pm/packagemanager.getresourcesforapplication,6461.219061034846,0.0
283,apicalls::landroid/view/viewpropertyanimator.setduration,6460.125418618844,0.0
284,apicalls::landroid/os/bundle.isempty,6458.798825211318,0.0
285,apicalls::landroid/widget/listview.getchildcount,6456.92898489417,0.0
286,apicalls::landroid/view/view.getpaddingleft,6456.0402197364,0.0
287,apicalls::landroid/widget/listview.getheight,6455.291631279745,0.0
288,apicalls::landroid/view/viewgroup.requestdisallowintercepttouchevent,6451.986176072078,0.0
289,apicalls::landroid/view/keyevent.starttracking,6451.79663058821,0.0
290,apicalls::landroid/view/motionevent.getaxisvalue,6451.539302871483,0.0
291,apicalls::landroid/os/bundle.getbundle,6451.294609218179,0.0
292,apicalls::landroid/util/typedvalue.getdimension,6450.402602584942,0.0
293,apicalls::landroid/view/view.gettag,6450.158800421862,0.0
294,apicalls::landroid/widget/listview.getcount,6448.697544517472,0.0
295,apicalls::landroid/view/viewpropertyanimator.alpha,6448.013344773754,0.0
296,apicalls::landroid/net/uri$builder.build,6447.198094035433,0.0
297,apicalls::landroid/view/viewconfiguration.getscaledpagingtouchslop,6446.08512994979,0.0
298,apicalls::landroid/view/view.getwidth,6444.292100108951,0.0
299,apicalls::landroid/widget/imageview.setlayoutparams,6443.786673443536,0.0
300,apicalls::landroid/view/viewgroup.drawchild,6443.704392211717,0.0
301,apicalls::landroid/os/handler.sendemptymessagedelayed,6443.186970622195,0.0
302,apicalls::landroid/content/res/resources.getdimensionpixelsize,6440.103046458314,0.0
303,apicalls::landroid/content/res/typedarray.recycle,6439.167980828192,0.0
304,apicalls::landroid/view/view.draw,6438.475668484768,0.0
305,apicalls::landroid/content/pm/packagemanager.resolvecontentprovider,6436.471135791853,0.0
306,apicalls::landroid/view/view.getalpha,6436.359452170528,0.0
307,apicalls::landroid/view/viewgroup.getwidth,6432.662064072535,0.0
308,apicalls::landroid/content/intent.addflags,6432.002873641,0.0
309,apicalls::landroid/view/view.getheight,6431.880876719108,0.0
310,apicalls::landroid/os/binder.ontransact,6429.981273882537,0.0
311,apicalls::landroid/content/res/resources.getdrawable,6429.824374554935,0.0
312,apicalls::landroid/os/parcel.enforceinterface,6429.774311685491,0.0
313,apicalls::landroid/os/ibinder.querylocalinterface,6428.768619521155,0.0
314,apicalls::landroid/content/res/typedarray.getint,6428.215667664499,0.0
315,apicalls::landroid/view/viewgroup.onkeyup,6426.915886793668,0.0
316,apicalls::landroid/widget/textview.settext,6426.119798531254,0.0
317,apicalls::landroid/content/res/resources.getsystem,6425.690999837852,0.0
318,apicalls::landroid/view/viewgroup.onkeydown,6423.695607343733,0.0
319,apicalls::landroid/content/broadcastreceiver.onreceive,6423.337188776315,0.0
320,apicalls::landroid/content/context.startactivities,6421.762680092444,0.0
321,apicalls::landroid/os/bundle.putboolean,6421.2534334532975,0.0
322,apicalls::landroid/widget/textview.setonclicklistener,6420.618195191959,0.0
323,apicalls::landroid/content/res/resources.getinteger,6420.052973917253,0.0
324,apicalls::landroid/os/systemclock.uptimemillis,6417.213032945111,0.0
325,apicalls::landroid/net/uri$builder.appendencodedpath,6414.798343920849,0.0
326,apicalls::landroid/widget/linearlayout.addview,6413.81997086151,0.0
327,apicalls::landroid/os/handlerthread.getlooper,6413.516578474608,0.0
328,apicalls::landroid/view/viewgroup.removeallviews,6412.196720104566,0.0
329,apicalls::landroid/view/window.clearflags,6412.175293603918,0.0
330,apicalls::landroid/view/view.getcontext,6411.690279203254,0.0
331,apicalls::landroid/view/keyevent.isaltpressed,6411.624143227795,0.0
332,apicalls::landroid/content/res/typedarray.getboolean,6411.152003138226,0.0
333,apicalls::landroid/os/parcel.writeinterfacetoken,6410.013491828852,0.0
334,apicalls::landroid/view/motionevent.getx,6408.764363973212,0.0
335,apicalls::landroid/view/viewpropertyanimator.start,6407.869191209116,0.0
336,apicalls::landroid/widget/linearlayout.setorientation,6405.921895650752,0.0
337,apicalls::landroid/view/motionevent.gety,6404.138504027214,0.0
338,apicalls::landroid/content/intent.makemainactivity,6404.083616477221,0.0
339,apicalls::landroid/view/view.getpaddingright,6403.198822860791,0.0
340,apicalls::landroid/content/context.getdrawable,6400.571950695584,0.0
341,apicalls::landroid/view/viewgroup.onsizechanged,6400.124161252344,0.0
342,apicalls::landroid/os/handlerthread.start,6399.106933632773,0.0
343,apicalls::landroid/view/motionevent.obtain,6399.089866383945,0.0
344,apicalls::landroid/widget/textview.setid,6397.249277360714,0.0
345,apicalls::landroid/widget/imageview.setscaletype,6396.797738954643,0.0
346,apicalls::landroid/view/view.getvisibility,6396.733258725695,0.0
347,apicalls::landroid/view/view.dispatchtouchevent,6396.155097204371,0.0
348,apicalls::landroid/view/animation/alphaanimation.setduration,6395.454094942643,0.0
349,apicalls::landroid/content/context.unbindservice,6394.188186361623,0.0
350,apicalls::landroid/content/contentprovider.attachinfo,6394.090118436419,0.0
351,apicalls::landroid/os/handler.post,6393.651706453121,0.0
352,apicalls::landroid/view/keyevent.isshiftpressed,6392.628488063638,0.0
353,apicalls::landroid/widget/imageview.setimagebitmap,6392.617693057362,0.0
354,apicalls::landroid/widget/framelayout.setlayoutparams,6391.787006629659,0.0
355,apicalls::landroid/content/res/resources.getstring,6391.147104954613,0.0
356,apicalls::landroid/content/res/typedarray.getfloat,6390.639186696897,0.0
357,apicalls::landroid/view/motionevent.offsetlocation,6389.86996586948,0.0
358,apicalls::landroid/view/inputmethod/inputmethodmanager.showsoftinput,6389.356534996506,0.0
359,apicalls::landroid/view/accessibility/accessibilitymanager.istouchexplorationenabled,6388.418459849069,0.0
360,apicalls::landroid/view/windowmanager.getdefaultdisplay,6385.791085830801,0.0
361,apicalls::landroid/widget/framelayout.dispatchkeyevent,6385.337534665457,0.0
362,apicalls::landroid/view/viewgroup.getparent,6385.115930511192,0.0
363,apicalls::landroid/content/res/colorstatelist.getcolorforstate,6384.619569161533,0.0
364,apicalls::landroid/widget/textview.gettext,6384.239539628418,0.0
365,apicalls::landroid/view/viewgroup.getchildcount,6380.672086049831,0.0
366,apicalls::landroid/view/view.canscrollhorizontally,6380.104578184071,0.0
367,apicalls::landroid/view/viewgroup.verifydrawable,6377.990613710593,0.0
368,apicalls::landroid/widget/listview.setselection,6377.903391742937,0.0
369,apicalls::landroid/view/viewgroup.drawablestatechanged,6374.581241610756,0.0
370,apicalls::landroid/view/view.hastransientstate,6372.368421682676,0.0
371,apicalls::landroid/widget/framelayout.onsaveinstancestate,6370.032300945013,0.0
372,apicalls::landroid/content/pm/providerinfo.loadxmlmetadata,6369.293224298956,0.0
373,apicalls::landroid/os/bundle.getparcelable,6369.142861816149,0.0
374,apicalls::landroid/view/keyevent.istracking,6368.42630522671,0.0
375,apicalls::landroid/widget/framelayout.onrestoreinstancestate,6368.381043680168,0.0
376,apicalls::landroid/net/uri.writetoparcel,6366.406745193404,0.0
377,apicalls::landroid/content/res/typedarray.getstring,6366.40239312046,0.0
378,apicalls::landroid/os/handler.postattime,6365.815176063525,0.0
379,apicalls::landroid/content/context.startactivity,6365.730153875451,0.0
380,apicalls::landroid/content/context.getmainlooper,6365.57804313546,0.0
